NODEBID,COD RF,NODEBNAME,RNC,Estado,Región RF,Region Comercial,Latitud,Longitud
3438,4016,San Felix Centro,PTO,Bolívar,Oriente,Guayana,8.368464,-62.663553
3439,1153,Zaraza,MCY,Guarico,Central,Centro,9.91763,-67.3537
3440,2169,Lomas Bello Monte 2,LMS,Miranda,Gran Caracas,Gran Caracas,10.479757,-66.878486
3442,4060,Vista Hermosa,PTO,Bolívar,Oriente,Guayana,8.087908,-63.529386
3444,1289,Payara Portuguesa,ACA,Portuguesa,Central,Centro Occidente,9.489575,-69.076053
3447,4179,Tunapuy SUC,LCH,Sucre,Oriente,Oriente,10.574575,-63.107719
3448,1030,Gobernacion,BTO,Lara,Central,Centro Occidente,10.06613,-69.316247
3449,2245,Terrazas de la Vega,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.469407,-66.945686
3450,4150,San Diego de Cabrutica,LCH,Anzoátegui,Oriente,Oriente,8.413897,-64.794586
3452,2295,Km. 34 El Junquito,CNT,Miranda,Gran Caracas,Gran Caracas,10.435217,-67.165286
3453,2264,MCaricuao,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.429627,-66.974086
3454,1143,Hospital Pineda,BTO,Lara,Central,Centro Occidente,10.079908,-69.312192
3455,4132,Av. Bolivar PLC,LCH,Anzoátegui,Oriente,Oriente,10.214241,-64.638219
3459,4178,Rio Caribe Centro SUC,LCH,Sucre,Oriente,Oriente,10.69763,-63.108553
3460,2205,San Bernardino Norte,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.515536,-66.9048
3463,2037,Los Caracas,CNT,Vargas,Gran Caracas,Gran Caracas,10.626717,-66.569586
3468,2058,Turumo,LUR,Miranda,Gran Caracas,Gran Caracas,10.479297,-66.760486
3469,4104,El Tigrito,LCH,Anzoátegui,Oriente,Oriente,8.894937,-64.156886
3470,3057,GUASDUALITO,SCR,Apure,Central,Centro,7.24338,-70.733497
3472,1111,Las Delicias Maracay,MCY,Aragua,Central,Centro,10.263603,-67.587358
3476,2138,Country Club,LMS,Miranda,Gran Caracas,Gran Caracas,10.506497,-66.859486
3477,2661,Distribuidor La Castellana,LMS,Miranda,Gran Caracas,Gran Caracas,10.512741,-66.858525
3478,2600,Distribuidor Altamira Norte,LMS,Miranda,Gran Caracas,Gran Caracas,10.511566,-66.844989
3479,4075,Los Cerritos,PLM,Nueva Esparta,Oriente,Oriente,11.017497,-63.821986
3481,4237,Sincor de Cabrutica,LCH,Anzoátegui,Oriente,Oriente,8.30513,-64.975497
3482,2292,Las Salinas,CNT,Vargas,Gran Caracas,Gran Caracas,10.575677,-67.106586
3485,1065,Aguada Grande Siquisique LAR,BTO,Lara,Central,Centro Occidente,10.60638,-69.53083
3486,4093,Juan Griego,PLM,Nueva Esparta,Oriente,Oriente,11.069197,-63.950086
3487,4029,Las Palmas,PTO,Bolívar,Oriente,Guayana,8.232087,-63.041478
3488,4147,Barcelona Centro,LCH,Anzoátegui,Oriente,Oriente,10.141936,-64.693636
3489,4005,Tucupita,PTO,Delta Amacuro,Oriente,Guayana,9.056027,-62.051986
3491,1161,Terminal San Juan,MCY,Aragua,Central,Centro,9.22122,-67.4165
3493,2123,Plaza Altamira,LMS,Miranda,Gran Caracas,Gran Caracas,10.498007,-66.849586
3495,3032,Alto Barinas,ACA,Barinas,Occidente,Andes,8.613408,-70.251275
3496,4136,Santa Ana,LCH,Anzoátegui,Oriente,Oriente,9.303464,-64.664942
3497,4027,Sidor,PTO,Bolívar,Oriente,Guayana,8.248491,-62.834192
3498,4044,Alto Guri,PTO,Monagas,Oriente,Oriente,9.746107,-63.206486
3499,4094,Juan Griego Centro,PLM,Nueva Esparta,Oriente,Oriente,11.084853,-63.969942
3500,1445,Boraure YAR,BTO,Yaracuy,Central,Centro Occidente,10.244297,-68.772719
3501,1149,Av.Vargas,BTO,Lara,Central,Centro Occidente,10.064603,-69.310192
3502,2229,Coche,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.448277,-66.925486
3503,3028,Barinas Centro,ACA,Barinas,Occidente,Andes,8.632464,-70.209636
3504,1155,Tiara,MCY,Aragua,Central,Centro,10.2359,-67.5695
3511,1476,Apurito APR,SFA,Apure,Central,Centro,7.922353,-68.480219
3512,2030,Punta El Tigre,CNT,Vargas,Gran Caracas,Gran Caracas,10.629227,-66.494286
3514,3064,CANTV MISOA,VRA,Zulia,Occidente,Occidente,9.980186,-70.924664
3515,4088,La Viuda,LCH,Anzoátegui,Oriente,Oriente,8.723464,-63.932442
3516,3177,LA GRITA,SCR,Táchira,Occidente,Andes,8.149658,-71.979442
3517,2109,Los Naranjos,LMS,Miranda,Gran Caracas,Gran Caracas,10.442337,-66.841886
3519,1130,Santa Rosa,MCY,Carabobo,Central,Centro,10.241825,-67.614775
3520,4107,Cumana Centro,LCH,Sucre,Oriente,Oriente,10.463908,-64.180914
3521,4211,Altagracia Margarita NES,PLM,Nueva Esparta,Oriente,Oriente,11.090964,-63.951053
3522,3224,Vial Guanare Boconoito (Las Tinajitas),ACA,Portuguesa,Central,Centro Occidente,8.918186,-69.890775
3523,1178,Base Aragua,MCY,Aragua,Central,Centro,10.3027,-67.6313
3524,1244,Los Algarrobos,SFA,Apure,Central,Centro,7.788918333,-67.84628833
3525,2183,Las Tres Gracias,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.487937,-66.887386
3527,3035,MIRADOR BOCONO,VRA,Trujillo,Occidente,Occidente,9.243908,-70.293219
3528,4032,La Pica,PTO,Monagas,Oriente,Oriente,9.786575,-63.106219
3529,4017,San Felix,PTO,Bolívar,Oriente,Guayana,8.344853,-62.67883
3530,1238,Mata Palo,MCY,Guarico,Central,Centro,9.26012,-65.7875
3531,4131,PLC. Centro,LCH,Anzoátegui,Oriente,Oriente,10.220697,-64.635386
3532,2094,Lomas Ruices,LUR,Miranda,Gran Caracas,Gran Caracas,10.473987,-66.827886
3534,1174,Makro Acarigua,ACA,Portuguesa,Central,Centro Occidente,9.593186,-69.23133
3538,3197,LA FRIA MVS,SCR,Táchira,Occidente,Andes,8.206797,-72.243275
3541,4271,Polideportivo (MOVE),LCH,Anzoátegui,Oriente,Oriente,10.180686,-64.655497
3542,4216,El Guamache NVA,PLM,Nueva Esparta,Oriente,Oriente,10.893741,-64.060775
3543,1790,Villa Araure ACA,ACA,Portuguesa,Central,Centro Occidente,9.57766,-69.23986
3544,2189,Hoyo de la Puerta,LMS,Miranda,Gran Caracas,Gran Caracas,10.392917,-66.893686
3545,1151,San Carlos Este,ACA,Cojedes,Central,Centro Occidente,9.665241,-68.582914
3548,1205,Turen,ACA,Portuguesa,Central,Centro Occidente,9.329853,-69.122164
3550,4012,25 de Marzo,PTO,Bolívar,Oriente,Guayana,8.380686,-62.616886
3552,3195,MICHELENA MVS,SCR,Táchira,Occidente,Andes,7.951214,-72.234719
3553,1285,Libertad de Cojedes,ACA,Cojedes,Central,Centro Occidente,9.358075,-68.689303
3555,1077,Los Rastrojos,BTO,Lara,Central,Centro Occidente,10.02538,-69.239108
3556,3190,SAN CRISTOBAL,SCR,Táchira,Occidente,Andes,7.756325,-72.225303
3559,3377,Santa Rosa BRN,ACA,Barinas,Occidente,Andes,8.436269,-69.700803
3562,3319,SEBORUCO TCH,SCR,Táchira,Occidente,Andes,8.15013,-72.111053
3563,4235,Guarataro BOL,PTO,Bolívar,Oriente,Guayana,7.444297,-64.807719
3564,1247,Yaritagua,BTO,Yaracuy,Central,Centro Occidente,10.066603,-69.126775
3566,1811,Barrio Las Delicias LAR,BTO,Lara,Central,Centro Occidente,10.191908,-69.312636
3575,1147,Guanarito,ACA,Portuguesa,Central,Centro Occidente,8.699019,-69.210219
3576,1265,Paso de Capanaparo APR,SFA,Apure,Central,Centro,7.022,-67.5646
3578,4194,La Paragua BOL,PTO,Bolívar,Oriente,Guayana,6.831519,-63.335775
3579,3198,EL MIRADOR,SCR,Táchira,Occidente,Andes,7.78088,-72.247469
3580,3021,Punta Gorda BRN,ACA,Barinas,Occidente,Andes,8.573741,-70.162719
3581,2317,Caraballeda II,CNT,Vargas,Gran Caracas,Gran Caracas,10.611519,-66.821886
3582,2139,Santa Ines,LMS,Miranda,Gran Caracas,Gran Caracas,10.463107,-66.860986
3583,2116,La Carlota,LMS,Miranda,Gran Caracas,Gran Caracas,10.488217,-66.846586
3585,2150,Terrazas Club Hipico,LMS,Miranda,Gran Caracas,Gran Caracas,10.446737,-66.870786
3586,4023,Caroni,PTO,Bolívar,Oriente,Guayana,8.275686,-62.774386
3589,2117,Cayorma,LMS,Miranda,Gran Caracas,Gran Caracas,10.500587,-66.846686
3590,1234,Guamachal Valle de la Pascua,MCY,Guarico,Central,Centro,9.90593,-67.358
3593,2112,La Floresta,LMS,Miranda,Gran Caracas,Gran Caracas,10.496097,-66.844386
3595,3256,EL DIVIDIVE TRJ,VRA,Trujillo,Occidente,Occidente,9.471241,-70.733553
3596,3267,EL BATEY ZLA,VRA,Mérida,Occidente,Andes,9.161519,-71.116053
3597,1209,Los Pijiguaos,SFA,Bolívar,Oriente,Guayana,6.559019,-66.792719
3598,2167,Sabana Grande,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.494437,-66.877586
3599,2299,Colonia Tovar,CNT,Aragua,Central,Centro,10.4118,-67.272661
3600,4252,Porlamar Sur NVA,PLM,Nueva Esparta,Oriente,Oriente,10.956866,-63.847322
3601,1158,Elorza,SFA,Apure,Central,Centro,7.06144,-69.5036
3602,1003,Calabozo Industrial,MCY,Guarico,Central,Centro,8.893464,-67.470886
3607,3078,GLORIAS PATRIAS,SCR,Mérida,Occidente,Andes,8.590964,-71.155303
3610,3192,AV ROTARIA,SCR,Táchira,Occidente,Andes,7.741241,-72.233275
3611,1083,Simon Rodriguez,BTO,Lara,Central,Centro Occidente,10.074241,-69.335969
3614,2311,Anare,CNT,Vargas,Gran Caracas,Gran Caracas,10.62363,-66.650153
3615,2223,El Silencio,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.503937,-66.918286
3617,2427,Esquina Llaguno,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.508186,-66.916886
3618,4185,San Vicente sucre,LCH,Sucre,Oriente,Oriente,10.228186,-63.194386
3619,3245,LA CONCEPCION TRJ,VRA,Trujillo,Occidente,Occidente,9.415491,-70.487053
3620,4262,Av Fuerzas Armadas Puerto Ordaz (MVS Refractario),PTO,Bolívar,Oriente,Guayana,8.263075,-62.79883
3623,4056,Marhuanta,PTO,Bolívar,Oriente,Guayana,8.098347,-63.461886
3628,3043,Calderas,ACA,Barinas,Occidente,Andes,8.87513,-70.455775
3629,2166,Lomas Bello Monte 1,LMS,Miranda,Gran Caracas,Gran Caracas,10.478077,-66.877486
3630,3313,Cutufi,SCR,Apure,Central,Centro,7.128186,-71.841053
3631,2110,Santa Sofia,LMS,Miranda,Gran Caracas,Gran Caracas,10.474197,-66.842486
3632,4095,Aeropuerto Margarita,PLM,Nueva Esparta,Oriente,Oriente,10.918186,-63.970497
3634,4061,Ciudad Bolivar,PTO,Bolívar,Oriente,Guayana,8.137097,-63.545686
3637,1069,Santa Rita MCY,MCY,Aragua,Central,Centro,10.209408,-67.552414
3639,4115,Cantaura,LCH,Anzoátegui,Oriente,Oriente,9.307908,-64.36883
3640,4141,Plaza Mayor,LCH,Anzoátegui,Oriente,Oriente,10.179197,-64.679086
3643,1264,Sabaneta Aragua,MCY,Aragua,Central,Centro,8.9271,-67.4268
3644,4127,Chuparin,LCH,Anzoátegui,Oriente,Oriente,10.200897,-64.615886
3645,2115,San Luis,LMS,Miranda,Gran Caracas,Gran Caracas,10.467887,-66.845886
3646,4174,Villa Granada,PTO,Bolívar,Oriente,Guayana,8.322908,-62.72883
3648,3365,GUAYABONES MRD,SCR,Mérida,Occidente,Andes,8.753464,-71.573275
3649,2343,Sambil,LMS,Miranda,Gran Caracas,Gran Caracas,10.489347,-66.854186
3650,2133,La Tahona,LMS,Miranda,Gran Caracas,Gran Caracas,10.435637,-66.856486
3651,2246,Nueva Caracas,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.513577,-66.946186
3655,2207,Prados de Maria,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.479547,-66.907786
3656,1206,Campo San Carlos,ACA,Cojedes,Central,Centro Occidente,9.533325,-68.690997
3657,3361,SAN JOAQUIN DE NAVAY TCH,SCR,Táchira,Occidente,Andes,7.63638,-71.729414
3658,3039,CERRO ZAMURO,VRA,Trujillo,Occidente,Occidente,9.444453,-70.409394
3659,1670,Barrio Andres Eloy Blanco AMA,SFA,Amazonas,Central,Guayana,5.67175,-67.61469
3660,2290,Pare Stop,MCY,Miranda,Gran Caracas,Gran Caracas,10.233297,-67.091586
3661,3016,Sabaneta BRN,ACA,Barinas,Occidente,Andes,8.751464,-69.939025
3662,2154, Piedra Azul,LMS,Miranda,Gran Caracas,Gran Caracas,10.427347,-66.871886
3663,2071,La Urbina,LUR,Miranda,Gran Caracas,Gran Caracas,10.493517,-66.803386
3667,2093,Hatillo Pueblo,LMS,Miranda,Gran Caracas,Gran Caracas,10.427699,-66.828177
3668,2267,Antimano,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.463477,-66.980686
3669,3274,EL SALADO MRD,SCR,Mérida,Occidente,Andes,8.574075,-71.22308
3672,1079,Obelisco,BTO,Lara,Central,Centro Occidente,10.061908,-69.350192
3673,1652,Barrio Bella Vista BTO,BTO,Lara,Central,Centro Occidente,10.058686,-69.342358
3674,3266,SAN TIMOTEO ZLA,VRA,Zulia,Occidente,Occidente,9.785741,-71.069358
3675,2234,Observatorio,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.507227,-66.930886
3676,1185,San Sebastian de los Reyes,MCY,Aragua,Central,Centro,10.46794,-67.77009
3677,4193,Casanay SUC,LCH,Sucre,Oriente,Oriente,10.502353,-63.419386
3678,2073,La Urbina Sur,LUR,Miranda,Gran Caracas,Gran Caracas,10.486147,-66.805786
3679,2328,Gramoven,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.521847,-66.950486
3680,3324,PALMIRA TACHIRA,SCR,Táchira,Occidente,Andes,7.83013,-72.230386
3681,1201,Biruaca,SFA,Apure,Central,Centro,7.85463,-67.5122
3683,1369,El Pao COJ,ACA,Cojedes,Central,Centro Occidente,9.637075,-68.129942
3685,4002,El Dorado,PTO,Bolívar,Oriente,Guayana,6.712047,-61.636275
3687,4045,Los Guaritos,PTO,Monagas,Oriente,Oriente,9.715087,-63.206686
3688,3272,Bobures ZLA,VRA,Mérida,Occidente,Andes,9.238464,-71.180219
3689,3692,UNELLEZ BRN,ACA,Barinas,Occidente,Andes,8.613991,-70.239636
3691,1148,Acarigua Noreste,ACA,Portuguesa,Central,Centro Occidente,9.580408,-69.189942
3696,1845,Caicara del Orinoco III Bol,MCY,Bolívar,Oriente,Guayana,7.62842,-66.15933
3697,3284,LA AZULITA,SCR,Mérida,Occidente,Andes,8.714019,-71.444942
3699,3185,PUEBLO NUEVO TCH,SCR,Táchira,Occidente,Andes,7.784825,-72.20008
3700,4689,San Tomé Swap,LCH,Anzoátegui,Oriente,Oriente,8.934158,-64.133192
3705,3288,MUCUJEPE,SCR,Mérida,Occidente,Andes,8.665214,-71.588997
3709,2070,Lomas de la Lagunita,LMS,Miranda,Gran Caracas,Gran Caracas,10.420817,-66.801786
3711,2558,Magallanes (Move),CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.512691,-66.956689
3712,4118,Los Pilones,LCH,Anzoátegui,Oriente,Oriente,9.443464,-64.422442
3713,2266,Km 5 El Junquito,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.481447,-66.978316
3714,2258,La Yaguara,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.479357,-66.961486
3715,2202,El Valle,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.468577,-66.904086
3717,4229,Guanta ANZ,LCH,Anzoátegui,Oriente,Oriente,10.236519,-64.593275
3719,4063,Caripe,PTO,Monagas,Oriente,Oriente,10.127353,-63.539636
3720,2230,Capuchinos,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.498977,-66.925986
3725,2082,Alto Hatillo Norte,LMS,Miranda,Gran Caracas,Gran Caracas,10.443237,-66.816186
3727,4082,Boulevard Guevara,PLM,Nueva Esparta,Oriente,Oriente,10.950964,-63.854942
3729,1051,Piritu,ACA,Portuguesa,Central,Centro Occidente,9.37165,-69.210775
3732,2163,Colinas de Bello Monte Move,LMS,Miranda,Gran Caracas,Gran Caracas,10.484877,-66.876686
3733,4144,Barcelona 5 de Julio,LCH,Anzoátegui,Oriente,Oriente,10.134397,-64.685986
3734,3055,ALTO ESCUQUE,VRA,Trujillo,Occidente,Occidente,9.33438,-70.682136
3737,1229,UNERG,MCY,Guarico,Central,Centro,10.0339,-67.4842
3738,1043,Corozopando,MCY,Guarico,Central,Centro,8.605686,-67.569108
3742,1292,Vial San Juan de Los Morros-San Sebastián,MCY,Aragua,Central,Centro,9.98558,-66.9906
3743,3040,Barinitas MVS,ACA,Barinas,Occidente,Andes,8.766658,-70.41408
3744,4033,Caripito,PTO,Monagas,Oriente,Oriente,10.117697,-63.094386
3747,1057,El Socorro,MCY,Guarico,Central,Centro,8.996519,-65.744664
3748,1062,Carora,BTO,Lara,Central,Centro Occidente,10.131491,-70.069997
3751,1915,Comuna Dos Caminos - El Sombrero (Temp),MCY,Guarico,Central,Centro,8.91221,-67.41153
3753,1035,Camatagua,MCY,Aragua,Central,Centro,9.833853,-66.925303
3755,1336,Barrio Pueblo Nuevo San Juan GRC,MCY,Guarico,Central,Centro,10.2767,-67.6219
3757,1309,Girardot Maracay DGT,MCY,Aragua,Central,Centro,9.70949,-67.2965
3760,2214,Jardines del Valle,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.460827,-66.913386
3763,2176,La Salle,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.501017,-66.882886
3764,4191,La Toscana MNG,PTO,Monagas,Oriente,Oriente,9.805686,-63.337719
3765,3071,TABAY,SCR,Mérida,Occidente,Andes,8.638464,-71.038192
3767,2096,Los Ruices Sur,LUR,Miranda,Gran Caracas,Gran Caracas,10.480257,-66.830986
3772,2314,Barrio La Dolorita MVS,LUR,Miranda,Gran Caracas,Gran Caracas,10.460963,-66.764663
3773,4187,Carupano Centro,LCH,Sucre,Oriente,Oriente,10.670686,-63.243553
3774,1337,San Felipe Norte YAR,BTO,Yaracuy,Central,Centro Occidente,10.348575,-68.734914
3775,4119,Anaco Norte,LCH,Anzoátegui,Oriente,Oriente,9.442353,-64.466886
3776,2074,La Lagunita,LMS,Miranda,Gran Caracas,Gran Caracas,10.426137,-66.806586
3778,1074,Las Industrias BTO,BTO,Lara,Central,Centro Occidente,10.081103,-69.388969
3779,3346,SANTO DOMINGO TACHIRA,SCR,Táchira,Occidente,Andes,7.605964,-72.070497
3781,3320,PARAMILLO SAN CRISTOBAL,SCR,Táchira,Occidente,Andes,7.800825,-72.209358
3783,4198,Buena Vista Ciudad Bolivar,PTO,Bolívar,Oriente,Guayana,8.128714,-63.563108
3784,1129,San Vicente,MCY,Aragua,Central,Centro,10.228603,-67.625275
3786,1046,Mapurite,MCY,Guarico,Central,Centro,9.221241,-67.416608
3788,2324,La Campiña (Negrin),LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.499452,-66.875286
3789,4146,Lecherias,LCH,Anzoátegui,Oriente,Oriente,10.196197,-64.692586
3790,4072,Los Cachicatos,LCH,Sucre,Oriente,Oriente,10.541597,-63.783586
3791,2065,Universidad Metropolitana,LUR,Miranda,Gran Caracas,Gran Caracas,10.498547,-66.791686
3792,2049,Izcaragua,LUR,Miranda,Gran Caracas,Gran Caracas,10.496385,-66.697039
3793,1177,Chivacoa MOVISTAR,BTO,Yaracuy,Central,Centro Occidente,10.165408,-68.901053
3794,1040,Galera del Pao,ACA,Cojedes,Central,Centro Occidente,9.573853,-68.177664
3795,3202,CAPACHO,SCR,Táchira,Occidente,Andes,7.835686,-72.318275
3798,2385,Colinas Bello Monte II,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.48608,-66.884258
3800,2048,Los Roques,CNT,Dependencias Federales,Gran Caracas,Gran Caracas,11.81263,-66.190497
3802,4022,Unare,PTO,Bolívar,Oriente,Guayana,8.27263,-62.755664
3803,1034,Dos Caminos,MCY,Guarico,Central,Centro,9.58263,-67.311886
3804,2118,Oripoto,LMS,Miranda,Gran Caracas,Gran Caracas,10.407297,-66.847786
3805,4039,Juanico,PTO,Monagas,Oriente,Oriente,9.732075,-63.160497
3808,4227,Av Francisco de Miranda Anaco ANZ,LCH,Anzoátegui,Oriente,Oriente,9.431797,-64.480497
3809,2277,Luis Hurtado II DGT,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.488771,-67.007405
3810,4264,Playa Guacuco NVA (MVS Guacuco),PLM,Nueva Esparta,Oriente,Oriente,11.048519,-63.815025
3811,1271,Santa Ines de Lara,BTO,Lara,Central,Centro Occidente,10.612297,-69.28358
3812,2187,Colegio Ingenieros,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.501007,-66.893286
3814,2780,La Peñita Vargas,CNT,Vargas,Gran Caracas,Gran Caracas,10.455819,-67.199789
3816,1379,Cojeditos COJ,ACA,Cojedes,Central,Centro Occidente,9.61988,-68.915553
3817,4153,Puerto Piritu,LCH,Anzoátegui,Oriente,Oriente,10.064097,-65.036486
3818,2184,Mariperez,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.504957,-66.888386
3819,3163,TOVAR CENTRO,SCR,Mérida,Occidente,Andes,8.332353,-71.753553
3821,2181,Lomas de Manzanares,LMS,Miranda,Gran Caracas,Gran Caracas,10.428657,-66.885986
3822,3063,MENE GRANDE ZLA,VRA,Zulia,Occidente,Occidente,9.823519,-70.917442
3823,4046,Maturin Norte,PTO,Monagas,Oriente,Oriente,9.79993,-63.208183
3824,2106,Caurimare,LMS,Miranda,Gran Caracas,Gran Caracas,10.472357,-66.837886
3828,1163,La Victoria Industrial,MCY,Aragua,Central,Centro,10.2106,-67.3166
3829,4034,Rio Caribe,LCH,Sucre,Oriente,Oriente,10.687908,-63.102719
3833,1162,Delicias Norte,MCY,Aragua,Central,Centro,9.58262,-67.3118
3834,3172,El NULA,SCR,Apure,Central,Centro,7.276241,-71.925497
3835,3079,LAS AMERICAS,SCR,Mérida,Occidente,Andes,8.583547,-71.170386
3839,2351,Cota 905,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.48938,-66.917469
3840,2168,Bello Monte,LMS,Miranda,Gran Caracas,Gran Caracas,10.490347,-66.878186
3841,4112,Araya,LCH,Sucre,Oriente,Oriente,10.555686,-64.251608
3842,2243,Artigas,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.490897,-66.940186
3843,1128,San Mateo Aragua,MCY,Aragua,Central,Centro,10.215658,-67.415525
3844,3184,ALTOS DE PARAMILLO,SCR,Táchira,Occidente,Andes,7.799019,-72.193914
3845,1076,Los Alamos,BTO,Lara,Central,Centro Occidente,10.053991,-69.37908
3848,3056,SAN PEDRO,VRA,Trujillo,Occidente,Occidente,9.080853,-70.73133
3849,1098,El Limon,MCY,Aragua,Central,Centro,10.302686,-67.63133
3850,1087,Cagua,MCY,Aragua,Central,Centro,10.186325,-67.46083
3851,2083,Macaracuay,LUR,Miranda,Gran Caracas,Gran Caracas,10.468177,-66.817586
3852,4192,San Jose De Aerocuar SUC,LCH,Sucre,Oriente,Oriente,10.598464,-63.329664
3853,2734,Vial CCS-La Guaira (Mudanza),CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.527686,-66.955358
3854,1222,Ocumare de la Costa,MCY,Aragua,Central,Centro,10.2372,-67.5808
3856,3392,VIAL LA AZULITA STA ELENA,SCR,Mérida,Occidente,Andes,8.759853,-71.469108
3858,2367,San Martin (Move),FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.496747,-66.930246
3860,2054,Naiguata,CNT,Vargas,Gran Caracas,Gran Caracas,10.622997,-66.741986
3861,1214,La Coromoto,MCY,Aragua,Central,Centro,9.99585,-67.4463
3862,1299,Brisas del Roble Tamaca,BTO,Lara,Central,Centro Occidente,10.176325,-69.317775
3864,2331,C.C La Villa Montalban,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.472487,-66.957314
3865,1067,Acarigua,ACA,Portuguesa,Central,Centro Occidente,9.55388,-69.200719
3866,1121,Potrerito Maracay,MCY,Aragua,Central,Centro,9.995853,-67.446358
3868,1333,Barrio Guamachito (Calabozo CC) GRC,MCY,Guarico,Central,Centro,10.2615,-67.4595
3869,1239,El Saman de Apure,SFA,Apure,Central,Centro,7.912908,-68.690775
3871,4184,Av Rojas Maturin,PTO,Monagas,Oriente,Oriente,9.743819,-63.181797
3872,3048,LA BEATRIZ,VRA,Trujillo,Occidente,Occidente,9.295964,-70.607164
3873,4642,El Callao Centro,PTO,Bolívar,Oriente,Guayana,7.347861,-61.821639
3874,1465,El Naranjillo Cabudare,BTO,Lara,Central,Centro Occidente,9.989436,-69.215942
3875,1169,San Pedro La Pastora LAR,BTO,Lara,Central,Centro Occidente,9.845241,-70.078608
3876,1327,La Candelaria Maracay,MCY,Aragua,Central,Centro,9.21276,-66.0067
3880,1272,Guayabal Guarico,MCY,Guarico,Central,Centro,10.2536,-67.1742
3882,4057,Aragua de Barcelona,LCH,Anzoátegui,Oriente,Oriente,9.460019,-64.829636
3884,1218,San Fernando de Apure,SFA,Apure,Central,Centro,7.87933,-67.4749
