NODEBID,COD RF,NODEBNAME,RNC,Estado,Región RF,Region Comercial,Latitud,Longitud
4316,4279,San Antonio del Este NVA,PLM,Nueva Esparta,Oriente,Oriente,10.944019,-63.904108
4317,4208,Tacarigua NVA,PLM,Nueva Esparta,Oriente,Oriente,11.054019,-63.901608
4323,2384,Ferrocarril Poliedro,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.435545,-66.936883
4326,2563,Los Campitos,LMS,Miranda,Gran Caracas,Gran Caracas,10.458297,-66.867386
4329,4495,Luepa BOL,PTO,Bolívar,Oriente,Guayana,5.838436,-61.445886
4330,1459,Tinaco Centro COJ,ACA,Cojedes,Central,Centro Occidente,9.700964,-68.431442
4331,2360,UCV Hospital (Mudanza),LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.490158,-66.894192
4332,2562,UD-5 Caricuao,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.432547,-66.964358
4337,2850,Turmerito GCS,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.423569,-66.929823
4338,2840,Felipe Antonio Acosta,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.425374,-66.940295
4340,3809,PLAZA SUCRE,VRA,Trujillo,Occidente,Occidente,9.31103,-70.606358
4351,3483,CAEZ BRN,ACA,Barinas,Occidente,Andes,8.659764,-69.845219
4352,4351,Barbacoas ANZ,LCH,Anzoátegui,Oriente,Oriente,10.006908,-64.641667
4356,4295,Las Piedras - Cocollar SUC,PTO,Sucre,Oriente,Oriente,10.169019,-63.812442
4357,4297,Pantoño SUC,LCH,Sucre,Oriente,Oriente,10.48763,-63.449664
4358,3375,Torunos BRN,ACA,Barinas,Occidente,Andes,8.499853,-70.083553
4366,2762,Metro Estación Carapita,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.471095,-66.970494
4368,3468,Santa Lucia BRN,ACA,Barinas,Occidente,Andes,8.10013,-69.77633
4372,2704,Los Rosales (Mudanza),LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.482741,-66.900217
4373,2870,Conatel Las Mercedes,LMS,Miranda,Gran Caracas,Gran Caracas,10.479417,-66.85583
4374,1305,Campo Elias TRJ,ACA,Trujillo,Occidente,Occidente,9.395075,-70.075219
4376,1578,Redoma Divina Pastora MVS,BTO,Lara,Central,Centro Occidente,10.0614,-69.26486
4377,4589,Caruachi Corpoelec patio 400Kv,PTO,Bolívar,Oriente,Guayana,8.173611,-62.814333
4378,1830,Barrio Jaime Lusinchi,SFA,Apure,Central,Centro,7.874169,-67.469745
4379,2827,Cuartel 4F temporal,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.503559,-66.927881
4380,3536,Asentamiento Campesino Cambuyon BRN,ACA,Barinas,Occidente,Andes,8.618455,-69.515114
4390,2353,Barrio Zamora - El Valle,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.464103,-66.907803
4394,2775,Ciudad Caribia - Caracas,CNT,Vargas,Gran Caracas,Gran Caracas,10.53308,-67.03748
4395,1512,Puerto AyacuchoIII,SFA,Amazonas,Central,Guayana,5.6609,-67.6231
4397,1836,Manzanita LAR,BTO,Lara,Central,Centro Occidente,9.96237,-68.98046
4398,1916,Base Libertador II,MCY,Aragua,Central,Centro,9.007737,-65.930993
4401,2373,Metro Estacion Chacaito,LMS,Miranda,Gran Caracas,Gran Caracas,10.490564,-66.868094
4406,2711,Metro Estacion La Hoyada,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.503075,-66.91008
4407,3358,BOCONO CENTRO,VRA,Trujillo,Occidente,Occidente,9.244297,-70.271136
4410,3487,LAS LOMAS SCR,SCR,Táchira,Occidente,Andes,7.800047,-72.224636
4411,3492,Brisas de Alto Barinas,ACA,Barinas,Occidente,Andes,8.600047,-70.23708
4412,1260,La Encrucijada ARA,MCY,Aragua,Central,Centro,9.60815,-67.2811
4413,3248,URBANIZACION LIBERTADOR,VRA,Trujillo,Occidente,Occidente,9.323214,-70.598942
4414,3250,LAS ACACIAS VRA,VRA,Trujillo,Occidente,Occidente,9.306908,-70.610247
4415,3356,SANTA ELENA VALERA TRJ,VRA,Trujillo,Occidente,Occidente,9.31513,-70.622442
4416,3462,MONAY TRJ,VRA,Trujillo,Occidente,Occidente,9.543464,-70.458553
4417,1382,Ayacucho Maracay,MCY,Aragua,Central,Centro,10.1733,-67.56404
4418,1461,Urb El Placer Guanare,ACA,Portuguesa,Central,Centro Occidente,9.02763,-69.732442
4419,3354,EL PALMAR DE LA COPE,SCR,Táchira,Occidente,Andes,7.656158,-72.209136
4420,4186,Los Godos Maturin,PTO,Monagas,Oriente,Oriente,9.723541,-63.201242
4422,1492,El Porvenir LAR,BTO,Lara,Central,Centro Occidente,10.55463,-69.383636
4423,4366,El Tigrito Sur ANZ,LCH,Anzoátegui,Oriente,Oriente,8.881147,-64.164386
4425,3528,Capitanejo BRN,ACA,Barinas,Occidente,Andes,8.00113,-70.979414
4426,4382,Juanico Sur (DIG),PTO,Monagas,Oriente,Oriente,9.729575,-63.157997
4427,1471,Arichuna APR,SFA,Apure,Central,Centro,7.70916,-67.1205
4429,1344,Yaritagua Centro YAR,BTO,Yaracuy,Central,Centro Occidente,10.079297,-69.128997
4430,3474,EL PINAR DE COLON TCH,SCR,Táchira,Occidente,Andes,8.037325,-72.251636
4431,3488,LA CARABOBO,SCR,Mérida,Occidente,Andes,8.564436,-71.177719
4432,3493,El Paraiso BRN,ACA,Barinas,Occidente,Andes,8.502825,-70.218803
4433,4368,Core 8 Puerto Ordaz,PTO,Bolívar,Oriente,Guayana,8.242686,-62.815275
4434,4385,Maipure BOL (MVS),PTO,Bolívar,Oriente,Guayana,8.110103,-63.482553
4435,1297,El Tostao Barquisimeto,BTO,Lara,Central,Centro Occidente,10.043464,-69.423025
4436,1345,Caicara del Orinoco II BOL,MCY,Bolívar,Oriente,Guayana,7.611464,-66.146108
4437,1447,Carora Sur LAR,BTO,Lara,Central,Centro Occidente,10.162936,-70.073442
4439,1468,Av. Las Lagrimas Acarigua,ACA,Portuguesa,Central,Centro Occidente,9.566019,-69.214997
4442,2386,Eurobuilding,LMS,Miranda,Gran Caracas,Gran Caracas,10.4819,-66.850064
4443,2393,Tamanaco,LMS,Miranda,Gran Caracas,Gran Caracas,10.478161,-66.857169
4447,3352,PLAZA BOLIVAR SAN CRISTOBAL,SCR,Táchira,Occidente,Andes,7.767936,-72.231914
4449,3473,SAN JUAN DE COLON CENTRO,SCR,Táchira,Occidente,Andes,8.032075,-72.259942
4450,4172,Vista al Sol Sur San Felix,PTO,Bolívar,Oriente,Guayana,8.354297,-62.617442
4451,4244,Av Antonio de Berrio San Felix,PTO,Bolívar,Oriente,Guayana,8.370408,-62.648553
4452,4287,Pozo Verde BOL,PTO,Bolívar,Oriente,Guayana,8.16638,-62.64258
4453,1324,La Concordia Barquisimeto (Las Turas DGT),BTO,Lara,Central,Centro Occidente,10.091297,-69.298661
4454,1335,Av. Los Leones Barquisimeto,BTO,Lara,Central,Centro Occidente,10.071797,-69.283275
4455,1454,Urb Terepaima,BTO,Lara,Central,Centro Occidente,10.077686,-69.321414
4456,1480,Av Caracas (SF del Este),SFA,Apure,Central,Centro,7.88591,-67.4648
4457,1497,Zona Industrial I (Obelisco DGT) BTO,BTO,Lara,Central,Centro Occidente,10.071686,-69.355719
4458,1503,Barrio La Playa BTO,BTO,Lara,Central,Centro Occidente,10.062519,-69.380469
4460,1566,Pinonal,MCY,Aragua,Central,Centro,10.2262,-67.3413
4461,2359,Marapa,CNT,Vargas,Gran Caracas,Gran Caracas,10.590408,-67.052442
4463,3348,Barrio Mi Jardin BRN,ACA,Barinas,Occidente,Andes,8.597353,-70.20633
4464,3353,PUENTE REAL SCR,SCR,Táchira,Occidente,Andes,7.772186,-72.238942
4466,3486,TARIBA TCH,SCR,Táchira,Occidente,Andes,7.820325,-72.224386
4467,3491,Makro BRN,ACA,Barinas,Occidente,Andes,8.636491,-70.230442
4469,3516,LA TRINIDAD PALO GORDO,SCR,Táchira,Occidente,Andes,7.818991,-72.195192
4470,3576,MENE GRANDE CENTRO ZLA,VRA,Zulia,Occidente,Occidente,9.840964,-70.92883
4471,4245,Av Bolivar Oeste Maturin,PTO,Monagas,Oriente,Oriente,9.737908,-63.198275
4472,4275,Av España Ciudad Bolivar,PTO,Bolívar,Oriente,Guayana,8.070158,-63.552997
4473,4357,Ciudad Bolivar Centro,PTO,Bolívar,Oriente,Guayana,8.127769,-63.547636
4475,4419,Antonio Jose de Sucre MNG,PTO,Monagas,Oriente,Oriente,9.734214,-63.213414
4476,1460,Biscucuy Centro PTG,ACA,Portuguesa,Central,Centro Occidente,9.360269,-69.983775
4477,1495,Cabudare Sur LAR,BTO,Lara,Central,Centro Occidente,10.015603,-69.264469
4478,4713,Tipuro MVS,PTO,Monagas,Oriente,Oriente,9.794519,-63.190356
4479,3552,CORDERO CENTRO TCH,SCR,Táchira,Occidente,Andes,7.858325,-72.180553
4481,3545,EL VIGIA INDUSTRIAL,SCR,Mérida,Occidente,Andes,8.609047,-71.669914
4483,2561,Kennedy,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.424297,-67.020775
4485,3450,LA GRITA SURURAL,SCR,Táchira,Occidente,Andes,8.121519,-71.97883
4487,1466,La Victoria Oeste ARA,MCY,Aragua,Central,Centro,10.2024,-67.4714
4488,4273,Macagua Puerto Ordaz,PTO,Bolívar,Oriente,Guayana,8.310686,-62.648553
4489,3359,MESA DE GALLARDO,VRA,Trujillo,Occidente,Occidente,9.411241,-70.447386
4490,4418,Pinto Salinas MNG,PTO,Monagas,Oriente,Oriente,9.736214,-63.175553
4492,3331,RUBIO CENTRO,SCR,Táchira,Occidente,Andes,7.702908,-72.355219
4493,1467,Urb Las Mercedes La Victoria ARA,MCY,Aragua,Central,Centro,10.2309,-67.3105
4495,3451,Santa Ines BRN,ACA,Barinas,Occidente,Andes,8.25763,-69.89883
4496,2564,San Pedro - Paseo Los Ilustres,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.486169,-66.891631
4500,2390,Hospital periferico de Coche,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.442365,-66.925792
4501,1458,San Carlos Sur  COJ,ACA,Cojedes,Central,Centro Occidente,9.65813,-68.588692
4502,4223,Mochima SUC,LCH,Sucre,Oriente,Oriente,10.327597,-64.324305
4504,1478,Cazorla GRC,MCY,Guarico,Central,Centro,10.2186,-67.5778
4506,1475,Base Aerea El Sombrero (Baerami),MCY,Guarico,Central,Centro,7.6114999999999995,-66.14616666666667
4507,2379,Teleferico Caracas,CNT,Vargas,Gran Caracas,Gran Caracas,10.542441,-66.882222
4508,2635,Parque La Aguada,LUR,Miranda,Gran Caracas,Gran Caracas,10.500455,-66.802431
4511,2796,Chacao Sur GSM,LMS,Miranda,Gran Caracas,Gran Caracas,10.491198,-66.858636
4512,2428,Esquina Padre Sierra,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.505964,-66.91633
4513,2421,Tribunales I,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.500214,-66.913886
4515,2407,Avenida El Parque,LMS,Miranda,Gran Caracas,Gran Caracas,10.491797,-66.86158
4517,3521,EL ZUMBADOR,SCR,Táchira,Occidente,Andes,7.978075,-72.110358
4523,1771,Las Piedras GUA,MCY,Guarico,Central,Centro,9.37245,-66.944
4525,1773,Las Delicias LAR,BTO,Lara,Central,Centro Occidente,9.820686,-69.31883
4526,1774,Maimire YAR,BTO,Yaracuy,Central,Centro Occidente,10.26202,-69.00784
4531,4403,Barrio Blanco,LCH,Anzoátegui,Oriente,Oriente,8.872575,-64.144989
4533,1332,Vial El Sombrero-Chaguaramas (DGT Corozo),MCY,Aragua,Central,Centro,10.2286,-67.4939
4534,4300,CANTV Las Americas,PTO,Bolívar,Oriente,Guayana,8.307853,-62.718219
4535,4305,Libertador Ciudad Bolivar (Las Moreas),PTO,Bolívar,Oriente,Guayana,8.13113,-63.526997
4536,1552,Micro GSM Av. Jose Antonio Paez Acarigua,ACA,Portuguesa,Central,Centro Occidente,9.56588,-69.201053
4537,1783,Micro GSM  Av. Venezuela BTO,BTO,Lara,Central,Centro Occidente,10.072908,-69.311914
4539,3479,Hospital Razetti BRN,ACA,Barinas,Occidente,Andes,8.620714,-70.205414
4543,1753,Guachara APR,SFA,Apure,Central,Centro,7.291361111111111,-68.3617777777778
4544,1772,Trinidad La Capilla PTG,ACA,Portuguesa,Central,Centro Occidente,8.714569,-68.832297
4545,2302,La Orchila DGT,CNT,Dependencias Federales,Gran Caracas,Gran Caracas,11.9532222,-66.68636111111
4546,2380,Gimnasio Cubierto UCV,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.493547,-66.881858
4547,4396,Barrio los Cocos,LCH,Sucre,Oriente,Oriente,10.641214,-63.258442
4549,4649,Mochima Pueblo,LCH,Sucre,Oriente,Oriente,10.34638,-64.341164
4552,4590,El Miamo,PTO,Bolívar,Oriente,Guayana,7.646025,-61.781497
4558,2682,Fuerte Tiuna (Ministerio de la Defensa),LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.460773,-66.899888
4561,4263,La Asuncion II NVA (MVS La Asuncion),PLM,Nueva Esparta,Oriente,Oriente,11.04513,-63.860219
4562,1505,San Juan Sur BTO,BTO,Lara,Central,Centro Occidente,10.062241,-69.323386
4563,2624,Plaza Venezuela III,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.498075,-66.887386
4565,1667,Vial Pto Paez - Pto Ayacucho,SFA,Amazonas,Central,Guayana,5.95651,-67.3694
4566,4575,Upata Centro II (CANTV),PTO,Bolívar,Oriente,Guayana,8.01375,-62.40573
4571,4641,Autopista Cdad Bolívar Pto Ordaz,PTO,Bolívar,Oriente,Guayana,8.239944,-62.847361
4575,1450,Barrio Jose Felix Rivas BTO (DGT Cerrajones),BTO,Lara,Central,Centro Occidente,10.028464,-69.374942
4578,1501,Barrio Los Naranjos BTO MVS,BTO,Lara,Central,Centro Occidente,10.030686,-69.270497
4585,1787,Urb. Las Americas BTO (Mudanza),BTO,Lara,Central,Centro Occidente,10.047241,-69.388719
4586,1786,Camaguan GUA,MCY,Guarico,Central,Centro,8.12063,-67.606053
4587,2628,Meliá Caracas,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.4929,-66.8767
4590,4327,Guaca SUC,LCH,Sucre,Oriente,Oriente,10.670631,-63.396531
4595,3980,Residencia del Gobernador BRN,ACA,Barinas,Occidente,Andes,8.624528,-70.225591
4601,1510,Barrio Independencia San Felipe,BTO,Yaracuy,Central,Centro Occidente,10.330214,-68.747608
4603,1781,Turmero Centro Norte,MCY,Aragua,Central,Centro,10.231047,-67.474669
4604,1834,Turmero Centro Sur,MCY,Aragua,Central,Centro,10.220075,-67.47458
4605,4318,Venetur Margarita,PLM,Nueva Esparta,Oriente,Oriente,10.976647,-63.821306
4606,2425,Teresa Carreño,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.499019,-66.897997
4610,1678,Barrio Vicario III Calabozo,MCY,Guarico,Central,Centro,8.016111111,-67.00611111
4613,2830,Macarao II,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.425227,-67.032082
4617,1624,Poblado 03 PTG,ACA,Portuguesa,Central,Centro Occidente,9.02244444,-68.94988889
4620,3533,Alto Barinas Sur Oeste MVS,ACA,Barinas,Occidente,Andes,8.61533,-70.26492
4621,3702,Barrio Mi Esperanza MVS,ACA,Barinas,Occidente,Andes,8.600064,-70.181728
4622,2644,Caruao,CNT,Vargas,Gran Caracas,Gran Caracas,10.603019,-66.350414
4623,1639,Cerro Bolívar (Cristo Viene) BTO,BTO,Lara,Central,Centro Occidente,10.09613,-69.27183
4624,3945,El Regalo BNS,ACA,Barinas,Occidente,Andes,8.438083,-69.173388
4627,4292,Santa Ana NVA,PLM,Nueva Esparta,Oriente,Oriente,11.068464,-63.923275
4628,4189,San Vicente MNG,PTO,Monagas,Oriente,Oriente,9.710964,-63.309386
4634,4690,Macolla 2 (Indovenezolana),LCH,Anzoátegui,Oriente,Oriente,8.671528,-64.81875
4638,3570,OROPE MVS,SCR,Táchira,Occidente,Andes,8.362083,-72.300861
4641,3544,LA BLANCA MRD,SCR,Mérida,Occidente,Andes,8.62436,-71.618082
4649,3775,ESCUQUE TRUJILLO,VRA,Trujillo,Occidente,Occidente,9.29,-70.67
4664,1929,San Gerónimo GRC,MCY,Guarico,Central,Centro,9.915614,-67.372239
4666,1952,Casa Amarilla GRC,MCY,Guarico,Central,Centro,8.949083333333334,-67.38125
4669,7002,Hidroelectrica Jose Antonio Paez Brns,ACA,Barinas,Occidente,Andes,8.82492,-70.51502
4682,4594,Pariaguan II,LCH,Anzoátegui,Oriente,Oriente,8.857,-64.70563889
4689,3334,AEROPUERTO SAN ANTONIO,SCR,Táchira,Occidente,Andes,7.83853,-72.4405
4696,1981,Barrio La Cruz Carora,BTO,Lara,Central,Centro Occidente,10.18726194,-70.073442
4700,4660,Lecherias Sur Mudanza,LCH,Anzoátegui,Oriente,Oriente,10.179861,-64.691055
4704,1301,La Mision Calabozo,MCY,Guarico,Central,Centro,10.2331,-67.5984
4705,3751,BELENSATE,SCR,Mérida,Occidente,Andes,8.57592,-71.18067
4715,4561,Guanape,LCH,Anzoátegui,Oriente,Oriente,9.911806,-65.519361
4720,4455,El Merey de Amana,PTO,Monagas,Oriente,Oriente,9.653133333,-62.989
4782,1168,La Victoria Centro,MCY,Aragua,Central,Centro,10.2796,-67.5707
4794,1491,Siquisiqui Centro LAR,BTO,Lara,Central,Centro Occidente,10.570428,-69.70013
4798,1779,Los Nuezales,ACA,Lara,Central,Centro Occidente,9.498417,-69.78375
4802,4423,Urb. Villa Asia BOL,PTO,Bolívar,Oriente,Guayana,8.2831,-62.7296
4805,4272,Moitaco BOL,PTO,Bolívar,Oriente,Guayana,8.001797,-64.355775
4821,4532,El Pao BOL,PTO,Bolívar,Oriente,Guayana,8.0311,-62.6569
4826,2963,Oritapo,CNT,Vargas,Gran Caracas,Gran Caracas,10.62745,-66.484493
4838,1513,Cagua Norte MVS,MCY,Aragua,Central,Centro,10.195554,-67.459228
4840,6014,Km 11 El Junquito,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.477306,-67.01132222
4845,4422,Redoma Los Pajaros ANZ,LCH,Anzoátegui,Oriente,Oriente,10.120663,-64.678802
4847,2619,El Recreo Lamp Site,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.491274,-66.877535
4850,2912,El Silencio II (SAIME),CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.502238,-66.917914
4851,6022,Caricuao CANTV,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.434676,-66.985274
4876,1380,Cantv Acarigua,ACA,Portuguesa,Central,Centro Occidente,9.55662,-69.20629
4883,2783,Min Ciencia y Tecnologia Lamp Site,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.502787,-66.9158
4905,4745,BTS1905_Criogenico_Jose,LCH,Anzoátegui,Oriente,Oriente,10.081019,-64.874861
4980,1538,Chuao ARA,MCY,Aragua,Central,Centro,10.494658,-67.531247
5017,4793,Malena,PTO,Bolívar,Oriente,Guayana,7.761,-64.365
5020,2849,CANTV Equipos II LAB 1,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.5026306,-66.8941111
5024,2875,Camuri chico CANTV,CNT,Vargas,Gran Caracas,Gran Caracas,10.61002,-66.877962
5107,2341,El Recreo,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.491947,-66.877097
5110,2332,Brisas de Propatria (Plan de Manzano),CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.505164,-66.96849
5112,2313,Chacao Sur,LMS,Miranda,Gran Caracas,Gran Caracas,10.490904,-66.857224
5118,4293,Rio Casanay SUC,LCH,Sucre,Oriente,Oriente,10.513741,-63.337164
5120,3526,La Guafita APR (PDVSA),SCR,Apure,Central,Centro,7.038936,-71.042608
5121,3879,Complejo Palma Sola BRN,ACA,Barinas,Occidente,Andes,8.59536,-70.22753
5122,2910,CANTV La Yaguara,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.483306,-66.954167
5127,2672,Yacambu - Santa Mónica,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.471568,-66.885574
5128,3585,CABIMBU TRJ,VRA,Trujillo,Occidente,Occidente,9.184936,-70.49533
5132,3496,AV Industrial BRN,ACA,Barinas,Occidente,Andes,8.641019,-70.222608
5135,2772,Socarras Caracas,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.503673,-66.910585
5136,2674,Las Acacias - Caracas,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.485818,-66.902407
5138,2657,Plaza La Estrella - Caracas,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.508143,-66.902277
5141,4226,Los Altos SUC,LCH,Sucre,Oriente,Oriente,10.217639,-64.463239
5146,3912,Maporal - Santa Fe BRN,ACA,Barinas,Occidente,Andes,8.411995,-70.056081
5147,3396,ABEJALES CENTRO,SCR,Táchira,Occidente,Andes,7.620964,-71.511053
5151,4680,Los Melones FPO,LCH,Anzoátegui,Oriente,Oriente,8.708464,-63.777275
5152,4365,Puerto Hierro SUC,LCH,Sucre,Oriente,Oriente,10.635158,-62.092497
5154,4662,Zuata  MVS ANZ,LCH,Anzoátegui,Oriente,Oriente,8.355241,-65.199414
5155,4400,Guiria (Cantv),LCH,Sucre,Oriente,Oriente,10.575214,-62.300942
5156,4506,MORICHE SOLO (PDVSA),LCH,Anzoátegui,Oriente,Oriente,8.508825,-64.925719
5157,4390,Sabilar Urb El Brasil,LCH,Sucre,Oriente,Oriente,10.422417,-64.167417
5158,2355,Barrio Jose Felix Ribas - La Bombilla,LUR,Miranda,Gran Caracas,Gran Caracas,10.491053,-66.795046
5160,2652,Barrio La Linea - Catia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.516953,-66.944261
5161,2855,CIUDAD MARICHES,LUR,Miranda,Gran Caracas,Gran Caracas,10.451109,-66.76353
5163,2857,Ciudad Tiuna-China,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.454832,-66.913222
5178,4345,Av Peñalver El Tigre (MVS Av Peñalver),LCH,Anzoátegui,Oriente,Oriente,8.89805,-64.24277
5184,2931,"Ministerio de Ciencia, Tecnología e Innovación",CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.503394,-66.911956
5187,2947,Circulo Militar,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.469179,-66.897824
5189,2559,Parque Humboldt II,LMS,Miranda,Gran Caracas,Gran Caracas,10.44925,-66.862547
5190,999999,El Silencio II SAIME,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.502238,-66.917914
5191,2913,UNEARTE,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.500199,-66.898211
5196,3535,LOS AZULEJOS TCH,SCR,Táchira,Occidente,Andes,7.792666,-72.250114
5211,3476,LA QUIRACHA RUBIO MVS,SCR,Táchira,Occidente,Andes,7.69597,-72.34678
5252,2844,PDVSA La Campiña,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.496532,-66.873007
5300,4291,Teresen MNG,PTO,Monagas,Oriente,Oriente,10.191241,-63.469664
5418,4815,Macagua Corpoelec Bunker,PTO,Bolívar,Oriente,Guayana,8.2909167,-62.65833305
5459,6040,Pozo de Rosas DGT,CNT,Miranda,Gran Caracas,Gran Caracas,10.342403,-67.097328
5489,4816,Cerro La Becerra Corpoelec,PTO,Bolívar,Oriente,Guayana,7.7647222,-63.0238888888888
5508,1980,San Juan de los Morros I,MCY,Guarico,Central,Centro,9.9073237,-67.3567689
5510,4817,Guri Casa Maquina II,PTO,Bolívar,Oriente,Guayana,7.768056,-62.9975
5520,4818,CANTV Jorge Coll,PLM,Nueva Esparta,Oriente,Oriente,10.0006944,-63.1785552777777
5522,6006,Puerto Cruz HW_Vargas,CNT,Vargas,Gran Caracas,Gran Caracas,10.531607,-67.335014
5529,3835,PDVSA El QUINCE,SCR,Mérida,Occidente,Andes,8.57184,-71.763233
5530,6023,Mariche CNE,LUR,Miranda,Gran Caracas,Gran Caracas,10.484958,-66.78644
5531,1933,Ciudad Caribia II,CNT,Vargas,Gran Caracas,Gran Caracas,10.534469,-67.02807
5532,6024,Catia La Mar,CNT,Vargas,Gran Caracas,Gran Caracas,10.606297,-67.024786
5533,6025,Catia La Mar II HW,CNT,Vargas,Gran Caracas,Gran Caracas,10.597019,-67.040553
5534,6026,Aeropuerto Simon Bolivar (IAIM),CNT,Vargas,Gran Caracas,Gran Caracas,10.597668,-67.002458
5535,6027,Maiquetia,CNT,Vargas,Gran Caracas,Gran Caracas,10.608075,-67.00558
5536,6028,Montesano,CNT,Vargas,Gran Caracas,Gran Caracas,10.598187,-66.977186
5538,6029,La Guaira,CNT,Vargas,Gran Caracas,Gran Caracas,10.601697,-66.933786
5541,6033,Pariata,CNT,Vargas,Gran Caracas,Gran Caracas,10.599297,-66.951886
5542,6034,Punta de Mulato Vargas,CNT,Vargas,Gran Caracas,Gran Caracas,10.602677,-66.913086
5545,2298,Chichiriviche Costa DGT,CNT,Vargas,Gran Caracas,Gran Caracas,10.551797,-67.233486
5985,3469,San Rafael de Canagua BRN,ACA,Barinas,Occidente,Andes,8.036269,-70.020247
5995,1855,El Calvario GRC,MCY,Guarico,Central,Centro,8.982414,-66.996261
5996,3497,Mijagual BRN,ACA,Barinas,Occidente,Andes,8.569491,-69.791969
6208,3780,CANTV CUICAS TRJ,VRA,Trujillo,Occidente,Occidente,9.689757,-70.302972
6359,4163,Carapal De Guara DAM,PTO,Delta Amacuro,Oriente,Guayana,8.889575,-62.049108
